Date,Open,High,Low,Close,Adj Close,Volume
2020-02-27,0.640000,0.670000,0.630000,0.650000,0.650000,3151600
2020-02-28,0.640000,0.640000,0.610000,0.630000,0.630000,3884900
2020-03-02,0.630000,0.660000,0.620000,0.640000,0.640000,937100
2020-03-03,0.660000,0.700000,0.630000,0.680000,0.680000,3288100
2020-03-04,0.680000,0.680000,0.650000,0.660000,0.660000,696100
2020-03-05,0.670000,0.680000,0.660000,0.670000,0.670000,608400
2020-03-06,0.670000,0.670000,0.620000,0.630000,0.630000,1155000
2020-03-09,0.630000,0.650000,0.590000,0.610000,0.610000,1641900
2020-03-10,0.620000,0.620000,0.580000,0.590000,0.590000,924400
2020-03-11,0.600000,0.600000,0.530000,0.540000,0.540000,988700
2020-03-12,0.500000,0.500000,0.410000,0.430000,0.430000,2786200
2020-03-13,0.400000,0.450000,0.370000,0.390000,0.390000,4304500
2020-03-16,0.350000,0.390000,0.350000,0.370000,0.370000,2541000
2020-03-17,0.380000,0.450000,0.370000,0.440000,0.440000,1219100
2020-03-18,0.450000,0.450000,0.360000,0.370000,0.370000,1222900
2020-03-19,0.360000,0.400000,0.350000,0.370000,0.370000,1417500
2020-03-20,0.350000,0.400000,0.270000,0.270000,0.270000,6916800
2020-03-23,0.340000,0.390000,0.330000,0.370000,0.370000,2348900
2020-03-24,0.440000,0.510000,0.410000,0.510000,0.510000,3622400
2020-03-25,0.520000,0.580000,0.470000,0.550000,0.550000,2092600
2020-03-26,0.540000,0.580000,0.510000,0.520000,0.520000,1017500
2020-03-27,0.480000,0.520000,0.400000,0.460000,0.460000,1505600
2020-03-30,0.470000,0.510000,0.470000,0.480000,0.480000,1165500
2020-03-31,0.480000,0.500000,0.480000,0.500000,0.500000,747000
2020-04-01,0.520000,0.540000,0.480000,0.490000,0.490000,811700
2020-04-02,0.500000,0.530000,0.500000,0.530000,0.530000,706000
2020-04-03,0.530000,0.540000,0.490000,0.490000,0.490000,755400
2020-04-06,0.510000,0.530000,0.490000,0.500000,0.500000,1333200
2020-04-07,0.510000,0.520000,0.500000,0.510000,0.510000,487700
2020-04-08,0.510000,0.520000,0.500000,0.500000,0.500000,529900
2020-04-09,0.520000,0.560000,0.510000,0.530000,0.530000,1643400
2020-04-13,0.550000,0.600000,0.540000,0.600000,0.600000,1293300
2020-04-14,0.640000,0.660000,0.530000,0.540000,0.540000,3638900
2020-04-15,0.530000,0.610000,0.510000,0.600000,0.600000,1357900
2020-04-16,0.590000,0.600000,0.580000,0.590000,0.590000,689500
2020-04-17,0.580000,0.590000,0.560000,0.580000,0.580000,541600
2020-04-20,0.560000,0.580000,0.540000,0.550000,0.550000,876100
2020-04-21,0.530000,0.550000,0.520000,0.540000,0.540000,575000
2020-04-22,0.580000,0.580000,0.550000,0.560000,0.560000,568600
2020-04-23,0.590000,0.630000,0.580000,0.610000,0.610000,1380200
2020-04-24,0.620000,0.630000,0.570000,0.590000,0.590000,1040000
2020-04-27,0.650000,0.650000,0.600000,0.620000,0.620000,787900
2020-04-28,0.620000,0.660000,0.600000,0.650000,0.650000,1312100
2020-04-29,0.660000,0.680000,0.650000,0.670000,0.670000,1125600
2020-04-30,0.670000,0.680000,0.630000,0.650000,0.650000,864200
2020-05-01,0.650000,0.680000,0.610000,0.630000,0.630000,768400
2020-05-04,0.630000,0.690000,0.630000,0.650000,0.650000,6775100
2020-05-05,0.670000,0.690000,0.650000,0.690000,0.690000,1104600
2020-05-06,0.660000,0.700000,0.660000,0.680000,0.680000,638100
2020-05-07,0.700000,0.760000,0.660000,0.750000,0.750000,1166600
2020-05-08,0.760000,0.770000,0.720000,0.750000,0.750000,1009800
2020-05-11,0.750000,0.760000,0.700000,0.710000,0.710000,632000
2020-05-12,0.700000,0.710000,0.660000,0.660000,0.660000,1069100
2020-05-13,0.660000,0.680000,0.650000,0.660000,0.660000,781600
2020-05-14,0.660000,0.700000,0.660000,0.670000,0.670000,682700
2020-05-15,0.700000,0.730000,0.680000,0.710000,0.710000,1135900
2020-05-18,0.750000,0.750000,0.710000,0.750000,0.750000,712900
2020-05-19,0.760000,0.770000,0.720000,0.720000,0.720000,1162500
2020-05-20,0.720000,0.750000,0.710000,0.710000,0.710000,1158600
2020-05-21,0.720000,0.740000,0.690000,0.710000,0.710000,455800
2020-05-22,0.740000,0.740000,0.680000,0.720000,0.720000,603600
2020-05-26,0.730000,0.730000,0.670000,0.680000,0.680000,807500
2020-05-27,0.670000,0.710000,0.660000,0.710000,0.710000,573900
2020-05-28,0.710000,0.720000,0.670000,0.700000,0.700000,482000
2020-05-29,0.710000,0.720000,0.690000,0.720000,0.720000,386300
2020-06-01,0.730000,0.750000,0.720000,0.730000,0.730000,522700
2020-06-02,0.740000,0.740000,0.690000,0.710000,0.710000,4695700
2020-06-03,0.700000,0.710000,0.660000,0.670000,0.670000,1081500
2020-06-04,0.700000,0.710000,0.690000,0.710000,0.710000,469700
2020-06-05,0.650000,0.700000,0.650000,0.690000,0.690000,1223200
2020-06-08,0.680000,0.710000,0.680000,0.700000,0.700000,600700
2020-06-09,0.710000,0.710000,0.680000,0.700000,0.700000,437200
2020-06-10,0.710000,0.730000,0.670000,0.730000,0.730000,919700
2020-06-11,0.740000,0.740000,0.670000,0.690000,0.690000,903500
2020-06-12,0.700000,0.720000,0.660000,0.670000,0.670000,1246100
2020-06-15,0.700000,0.720000,0.660000,0.720000,0.720000,1128000
2020-06-16,0.730000,0.740000,0.690000,0.690000,0.690000,484900
2020-06-17,0.690000,0.720000,0.680000,0.700000,0.700000,420200
2020-06-18,0.700000,0.720000,0.700000,0.700000,0.700000,405800
2020-06-19,0.710000,0.720000,0.680000,0.690000,0.690000,1744600
2020-06-22,0.710000,0.720000,0.690000,0.710000,0.710000,696300
2020-06-23,0.710000,0.740000,0.710000,0.730000,0.730000,907100
2020-06-24,0.730000,0.740000,0.720000,0.720000,0.720000,491000
2020-06-25,0.720000,0.730000,0.700000,0.720000,0.720000,336300
2020-06-26,0.710000,0.730000,0.700000,0.710000,0.710000,824800
2020-06-29,0.720000,0.880000,0.720000,0.770000,0.770000,4936100
2020-06-30,0.770000,0.820000,0.760000,0.810000,0.810000,3151800
2020-07-01,0.820000,0.850000,0.810000,0.840000,0.840000,1480600
2020-07-02,0.850000,0.880000,0.840000,0.870000,0.870000,1334700
2020-07-06,0.880000,0.900000,0.830000,0.860000,0.860000,1432100
2020-07-07,0.860000,0.890000,0.840000,0.890000,0.890000,974800
2020-07-08,0.890000,0.930000,0.890000,0.890000,0.890000,1948900
2020-07-09,0.920000,0.920000,0.810000,0.850000,0.850000,1420000
2020-07-10,0.860000,0.860000,0.820000,0.820000,0.820000,1022900
2020-07-13,0.840000,0.840000,0.810000,0.820000,0.820000,932500
2020-07-14,0.810000,0.860000,0.800000,0.830000,0.830000,747000
2020-07-15,0.820000,0.830000,0.810000,0.830000,0.830000,333400
2020-07-16,0.820000,0.880000,0.820000,0.860000,0.860000,2014100
2020-07-17,0.870000,0.880000,0.840000,0.860000,0.860000,744300
2020-07-20,0.870000,0.870000,0.840000,0.850000,0.850000,996800
2020-07-21,0.870000,0.880000,0.830000,0.840000,0.840000,1229300
2020-07-22,0.840000,0.850000,0.800000,0.810000,0.810000,1588800
2020-07-23,0.800000,0.810000,0.760000,0.800000,0.800000,1777000
2020-07-24,0.800000,0.810000,0.780000,0.800000,0.800000,556600
2020-07-27,0.840000,0.860000,0.800000,0.830000,0.830000,1604600
2020-07-28,0.830000,0.830000,0.800000,0.800000,0.800000,803700
2020-07-29,0.800000,0.810000,0.780000,0.800000,0.800000,1272000
2020-07-30,0.800000,0.800000,0.770000,0.780000,0.780000,685800
2020-07-31,0.770000,0.800000,0.770000,0.790000,0.790000,837200
2020-08-03,0.810000,0.820000,0.790000,0.810000,0.810000,802700
2020-08-04,0.820000,0.890000,0.800000,0.870000,0.870000,4759500
2020-08-05,0.890000,0.950000,0.870000,0.900000,0.900000,3094900
2020-08-06,0.960000,0.970000,0.930000,0.960000,0.960000,2300200
2020-08-07,0.990000,1.070000,0.950000,1.050000,1.050000,3154700
2020-08-10,1.060000,1.140000,0.910000,0.920000,0.920000,5713900
2020-08-11,0.910000,0.910000,0.900000,0.900000,0.900000,2530400
2020-08-12,0.950000,0.950000,0.910000,0.920000,0.920000,979700
2020-08-13,0.930000,0.960000,0.910000,0.940000,0.940000,712700
2020-08-14,0.920000,0.930000,0.910000,0.910000,0.910000,482100
2020-08-17,0.950000,0.980000,0.930000,0.950000,0.950000,945000
2020-08-18,0.970000,0.980000,0.920000,0.930000,0.930000,1353400
2020-08-19,0.940000,0.970000,0.930000,0.940000,0.940000,703400
2020-08-20,0.940000,0.950000,0.930000,0.940000,0.940000,397300
2020-08-21,0.930000,0.930000,0.900000,0.910000,0.910000,868900
2020-08-24,0.910000,0.930000,0.900000,0.900000,0.900000,618700
2020-08-25,0.900000,0.900000,0.840000,0.880000,0.880000,1979600
2020-08-26,0.880000,0.900000,0.860000,0.880000,0.880000,803900
2020-08-27,0.900000,0.900000,0.870000,0.890000,0.890000,385400
2020-08-28,0.900000,0.910000,0.890000,0.910000,0.910000,494800
2020-08-31,0.910000,0.920000,0.900000,0.910000,0.910000,609600
2020-09-01,0.920000,0.920000,0.860000,0.870000,0.870000,739000
2020-09-02,0.860000,0.870000,0.840000,0.850000,0.850000,946500
2020-09-03,0.840000,0.870000,0.830000,0.830000,0.830000,1093700
2020-09-04,0.850000,0.850000,0.800000,0.830000,0.830000,16022300
2020-09-08,0.800000,0.820000,0.790000,0.800000,0.800000,1070500
2020-09-09,0.810000,0.830000,0.800000,0.830000,0.830000,371100
2020-09-10,0.830000,0.840000,0.780000,0.790000,0.790000,1397200
2020-09-11,0.790000,0.790000,0.770000,0.780000,0.780000,617300
2020-09-14,0.780000,0.860000,0.780000,0.840000,0.840000,1329300
2020-09-15,0.850000,0.850000,0.820000,0.850000,0.850000,1044800
2020-09-16,0.840000,0.860000,0.820000,0.850000,0.850000,758000
2020-09-17,0.840000,0.870000,0.820000,0.840000,0.840000,506900
2020-09-18,0.840000,0.870000,0.830000,0.850000,0.850000,1970400
2020-09-21,0.810000,0.810000,0.750000,0.780000,0.780000,1901700
2020-09-22,0.780000,0.780000,0.770000,0.770000,0.770000,389100
2020-09-23,0.770000,0.770000,0.710000,0.720000,0.720000,1276000
2020-09-24,0.710000,0.750000,0.710000,0.750000,0.750000,653900
2020-09-25,0.750000,0.750000,0.720000,0.740000,0.740000,456300
2020-09-28,0.750000,0.780000,0.720000,0.780000,0.780000,506800
2020-09-29,0.780000,0.790000,0.770000,0.790000,0.790000,469000
2020-09-30,0.800000,0.800000,0.780000,0.780000,0.780000,324500
2020-10-01,0.800000,0.800000,0.780000,0.790000,0.790000,770300
2020-10-02,0.790000,0.800000,0.770000,0.790000,0.790000,257900
2020-10-05,0.770000,0.790000,0.770000,0.780000,0.780000,457400
2020-10-06,0.790000,0.790000,0.760000,0.770000,0.770000,327500
2020-10-07,0.780000,0.780000,0.770000,0.770000,0.770000,217800
2020-10-08,0.770000,0.780000,0.750000,0.770000,0.770000,440900
2020-10-09,0.780000,0.780000,0.750000,0.770000,0.770000,759400
2020-10-12,0.780000,0.790000,0.760000,0.780000,0.780000,424600
2020-10-13,0.770000,0.780000,0.750000,0.760000,0.760000,370900
2020-10-14,0.760000,0.780000,0.750000,0.760000,0.760000,172900
2020-10-15,0.750000,0.760000,0.730000,0.740000,0.740000,561900
2020-10-16,0.760000,0.760000,0.720000,0.720000,0.720000,762600
2020-10-19,0.720000,0.730000,0.700000,0.710000,0.710000,593300
2020-10-20,0.710000,0.710000,0.700000,0.700000,0.700000,436300
2020-10-21,0.700000,0.720000,0.700000,0.720000,0.720000,289100
2020-10-22,0.710000,0.720000,0.700000,0.720000,0.720000,279700
2020-10-23,0.710000,0.710000,0.700000,0.710000,0.710000,321700
2020-10-26,0.690000,0.700000,0.670000,0.670000,0.670000,702600
2020-10-27,0.660000,0.760000,0.650000,0.760000,0.760000,1692900
2020-10-28,0.740000,0.740000,0.680000,0.700000,0.700000,873800
2020-10-29,0.680000,0.730000,0.680000,0.710000,0.710000,332500
2020-10-30,0.720000,0.720000,0.680000,0.680000,0.680000,284900
2020-11-02,0.690000,0.690000,0.680000,0.680000,0.680000,359300
2020-11-03,0.680000,0.700000,0.670000,0.700000,0.700000,664300
2020-11-04,0.690000,0.690000,0.670000,0.680000,0.680000,421000
2020-11-05,0.690000,0.730000,0.690000,0.730000,0.730000,770600
2020-11-06,0.730000,0.730000,0.680000,0.710000,0.710000,650900
2020-11-09,0.690000,0.710000,0.680000,0.700000,0.700000,623800
2020-11-10,0.710000,0.710000,0.670000,0.680000,0.680000,547900
2020-11-11,0.670000,0.680000,0.670000,0.670000,0.670000,252800
2020-11-12,0.690000,0.710000,0.670000,0.670000,0.670000,805100
2020-11-13,0.680000,0.700000,0.680000,0.700000,0.700000,348900
2020-11-16,0.710000,0.710000,0.680000,0.680000,0.680000,430000
2020-11-17,0.680000,0.700000,0.680000,0.690000,0.690000,230900
2020-11-18,0.690000,0.700000,0.670000,0.680000,0.680000,444200
2020-11-19,0.670000,0.680000,0.660000,0.670000,0.670000,542100
2020-11-20,0.660000,0.680000,0.660000,0.680000,0.680000,281800
2020-11-23,0.670000,0.680000,0.650000,0.650000,0.650000,679800
2020-11-24,0.640000,0.650000,0.630000,0.630000,0.630000,989700
2020-11-25,0.630000,0.640000,0.620000,0.630000,0.630000,749800
2020-11-27,0.650000,0.680000,0.630000,0.670000,0.670000,253100
2020-11-30,0.660000,0.690000,0.640000,0.680000,0.680000,657800
2020-12-01,0.700000,0.700000,0.680000,0.700000,0.700000,475900
2020-12-02,0.690000,0.700000,0.670000,0.700000,0.700000,572400
2020-12-03,0.710000,0.710000,0.690000,0.700000,0.700000,582800
2020-12-04,0.700000,0.710000,0.690000,0.710000,0.710000,608600
2020-12-07,0.700000,0.740000,0.700000,0.740000,0.740000,848800
2020-12-08,0.740000,0.820000,0.730000,0.810000,0.810000,2614300
2020-12-09,0.810000,0.810000,0.730000,0.730000,0.730000,997500
2020-12-10,0.730000,0.750000,0.730000,0.740000,0.740000,521600
2020-12-11,0.730000,0.760000,0.720000,0.730000,0.730000,383900
2020-12-14,0.710000,0.760000,0.710000,0.750000,0.750000,836000
2020-12-15,0.780000,0.800000,0.750000,0.800000,0.800000,1085100
2020-12-16,0.790000,0.810000,0.770000,0.790000,0.790000,734500
2020-12-17,0.810000,0.830000,0.800000,0.820000,0.820000,1254200
2020-12-18,0.820000,0.830000,0.800000,0.800000,0.800000,3133100
2020-12-21,0.800000,0.800000,0.770000,0.780000,0.780000,337300
2020-12-22,0.760000,0.790000,0.710000,0.730000,0.730000,975300
2020-12-23,0.740000,0.760000,0.730000,0.740000,0.740000,357000
2020-12-24,0.750000,0.750000,0.730000,0.740000,0.740000,166100
2020-12-28,0.740000,0.750000,0.710000,0.730000,0.730000,473400
2020-12-29,0.730000,0.740000,0.710000,0.720000,0.720000,684500
2020-12-30,0.720000,0.730000,0.720000,0.720000,0.720000,497000
2020-12-31,0.730000,0.730000,0.710000,0.720000,0.720000,468900
2021-01-04,0.740000,0.770000,0.740000,0.770000,0.770000,495400
2021-01-05,0.790000,0.790000,0.760000,0.770000,0.770000,426200
2021-01-06,0.760000,0.760000,0.730000,0.740000,0.740000,411100
2021-01-07,0.720000,0.750000,0.690000,0.740000,0.740000,2616900
2021-01-08,0.730000,0.740000,0.710000,0.720000,0.720000,1579200
2021-01-11,0.710000,0.720000,0.700000,0.710000,0.710000,908200
2021-01-12,0.720000,0.720000,0.700000,0.710000,0.710000,855600
2021-01-13,0.700000,0.710000,0.680000,0.700000,0.700000,867100
2021-01-14,0.690000,0.710000,0.690000,0.700000,0.700000,854800
2021-01-15,0.700000,0.700000,0.670000,0.670000,0.670000,608700
2021-01-19,0.680000,0.680000,0.650000,0.660000,0.660000,1089900
2021-01-20,0.650000,0.670000,0.650000,0.670000,0.670000,667400
2021-01-21,0.670000,0.680000,0.650000,0.660000,0.660000,623300
2021-01-22,0.660000,0.660000,0.640000,0.650000,0.650000,784600
2021-01-25,0.670000,0.670000,0.640000,0.650000,0.650000,881100
2021-01-26,0.660000,0.660000,0.630000,0.630000,0.630000,1189200
2021-01-27,0.630000,0.660000,0.610000,0.650000,0.650000,1277500
2021-01-28,0.660000,0.670000,0.640000,0.640000,0.640000,1493100
2021-01-29,0.660000,0.770000,0.640000,0.710000,0.710000,12322000
2021-02-01,0.750000,0.820000,0.660000,0.720000,0.720000,25924300
2021-02-02,0.670000,0.690000,0.670000,0.670000,0.670000,4377800
2021-02-03,0.690000,0.700000,0.670000,0.680000,0.680000,1772400
2021-02-04,0.680000,0.700000,0.660000,0.700000,0.700000,2798400
2021-02-05,0.720000,0.740000,0.700000,0.720000,0.720000,2797800
2021-02-08,0.720000,0.730000,0.710000,0.730000,0.730000,2406500
2021-02-09,0.730000,0.770000,0.720000,0.740000,0.740000,6549600
2021-02-10,0.760000,0.910000,0.710000,0.870000,0.870000,74466100
2021-02-11,0.940000,0.970000,0.820000,0.860000,0.860000,79183400
2021-02-12,0.820000,0.850000,0.780000,0.850000,0.850000,20363900
2021-02-16,0.880000,0.940000,0.850000,0.890000,0.890000,32602900
2021-02-17,0.900000,0.900000,0.800000,0.810000,0.810000,20501000
2021-02-18,0.800000,0.810000,0.730000,0.740000,0.740000,15524300
2021-02-19,0.760000,0.780000,0.750000,0.750000,0.750000,9885600
2021-02-22,0.760000,0.790000,0.740000,0.750000,0.750000,9743600
2021-02-23,0.670000,0.700000,0.620000,0.680000,0.680000,11335200
2021-02-24,0.690000,0.720000,0.670000,0.690000,0.690000,7234400
2021-02-25,0.680000,0.680000,0.630000,0.650000,0.650000,8628200
2021-02-26,0.640000,0.650000,0.580000,0.620000,0.620000,8887500
2021-03-01,0.650000,0.650000,0.610000,0.610000,0.610000,5949000
2021-03-02,0.630000,0.650000,0.610000,0.640000,0.640000,5771200
2021-03-03,0.650000,0.650000,0.600000,0.610000,0.610000,5534500
2021-03-04,0.590000,0.590000,0.530000,0.560000,0.560000,10777600
2021-03-05,0.530000,0.580000,0.500000,0.570000,0.570000,10104500
2021-03-08,0.600000,0.620000,0.570000,0.570000,0.570000,4905500
2021-03-09,0.590000,0.630000,0.570000,0.620000,0.620000,10530600
2021-03-10,0.620000,0.620000,0.600000,0.610000,0.610000,5454200
